id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_kartu;peringkat;asal_data;profil
MHS0109;1;1;5;9500;1;1;111.0;1;3;4;4;3;108.2;1;0;0;1;0;0;20;0;2;7;9;6;13.266666666666666;0;0;7;10;5;12.3;0;12.4;0.5;1.79;Dropout;655;C;data latih;Tidak dipanggil
MHS0110;1;17;2;9853;1;1;133.1;1;19;1;9;3;107.0;1;0;0;1;0;0;20;0;0;7;12;6;11.666666666666666;0;0;7;10;3;13.0;0;16.2;0.3;-0.92;Enrolled;627;C;mahasiswa aktif;Tidak dipanggil
MHS0111;1;1;1;9238;1;1;142.0;1;37;37;6;7;136.1;1;0;0;1;0;0;18;0;0;6;8;6;13.857142857142858;0;0;6;6;6;15.0;0;13.9;-0.3;0.79;Graduate;707;A;data latih;Tidak dipanggil
MHS0112;1;17;2;9147;1;1;123.0;1;1;38;4;7;115.3;1;0;0;1;0;1;18;0;0;5;9;3;13.0;0;0;5;11;3;11.0;0;8.9;1.4;3.51;Enrolled;626;C;mahasiswa aktif;Tidak dipanggil
MHS0113;1;1;1;9085;1;1;131.0;1;19;19;9;9;139.8;1;0;0;1;0;0;19;0;0;5;6;5;13.4;0;0;5;5;5;12.8;0;10.8;1.4;1.74;Graduate;634;C;data latih;Tidak dipanggil
MHS0114;1;1;3;9773;1;1;158.0;1;1;38;4;7;157.0;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;7;6;12.571428571428571;0;10.8;1.4;1.74;Graduate;686;B;data latih;Tidak dipanggil
MHS0115;1;17;2;9500;1;1;122.0;1;37;37;9;9;131.0;1;0;0;1;0;0;18;0;0;7;7;6;12.516666666666666;1;0;7;7;6;12.516666666666666;1;7.6;2.6;0.32;Dropout;686;B;data latih;Tidak dipanggil
MHS0116;1;43;1;9500;1;1;130.0;1;38;38;9;5;100.0;0;0;0;1;0;0;20;0;0;7;11;6;11.616666666666667;0;0;7;7;7;13.0;0;13.9;-0.3;0.79;Enrolled;672;B;mahasiswa aktif;Tidak dipanggil
MHS0117;1;17;1;9238;1;1;154.0;1;19;37;9;7;140.4;1;0;0;1;0;1;20;0;0;6;13;2;10.0;0;0;6;12;4;10.75;0;7.6;2.6;0.32;Enrolled;608;C;mahasiswa aktif;Tidak dipanggil
MHS0118;1;17;1;9147;1;1;120.0;1;19;19;3;3;113.4;0;0;0;1;0;0;20;0;0;5;11;3;10.333333333333334;0;0;5;10;3;10.666666666666666;0;12.4;0.5;1.79;Enrolled;568;D;mahasiswa aktif;Berjuang secara akademik
MHS0119;1;1;2;9085;1;1;140.0;1;37;38;9;7;137.0;0;0;0;1;0;0;18;0;0;5;12;5;13.142857142857142;2;0;5;6;5;11.4;0;9.4;-0.8;-3.12;Graduate;609;C;data latih;Tidak dipanggil
MHS0120;1;1;1;9147;1;1;127.0;1;2;19;4;5;121.8;0;0;0;1;0;0;18;0;0;5;5;5;12.6;0;0;5;5;5;14.0;0;11.1;0.6;2.02;Graduate;638;C;data latih;Tidak dipanggil
MHS0121;1;17;1;9254;1;1;133.1;1;1;1;4;5;131.0;1;0;0;1;0;0;21;0;0;6;12;3;11.0;0;0;6;12;2;11.0;0;9.4;-0.8;-3.12;Dropout;585;D;data latih;Berjuang secara akademik
MHS0122;1;1;2;9147;1;1;120.0;1;19;19;9;7;118.6;1;0;0;1;0;0;19;0;0;5;8;5;10.8;0;0;5;9;4;11.25;2;16.2;0.3;-0.92;Graduate;592;D;data latih;Berjuang secara akademik
MHS0123;1;1;1;171;1;1;137.0;1;3;19;2;9;122.3;0;0;0;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Dropout;560;D;data latih;Menghilang dari kelas
MHS0124;1;1;1;9670;1;1;131.0;1;38;38;9;9;127.9;0;0;0;1;0;1;19;0;0;5;5;5;12.8;0;0;5;5;5;14.2;0;9.4;-0.8;-3.12;Graduate;667;B;data latih;Tidak dipanggil
MHS0125;1;1;1;9085;1;1;130.0;1;19;38;4;7;121.3;1;0;0;1;0;0;19;0;0;6;15;6;14.166666666666666;0;0;6;13;6;12.2;0;15.5;2.8;-4.06;Graduate;689;B;data uji;Tidak dipanggil
MHS0126;1;17;6;9556;1;1;122.0;1;1;1;4;5;117.1;1;0;0;1;0;0;19;0;0;7;12;5;12.1;0;0;7;0;0;0.0;0;13.9;-0.3;0.79;Dropout;591;D;data latih;Menghilang dari kelas
MHS0127;1;44;1;9085;1;39;160.0;1;37;37;9;9;160.0;1;0;0;1;0;0;20;0;1;6;7;6;14.166666666666666;0;1;6;17;5;13.77777777777778;0;12.4;0.5;1.79;Graduate;647;C;data latih;Tidak dipanggil
MHS0128;1;1;1;9853;1;1;146.0;1;19;38;9;3;145.3;1;0;0;1;0;1;18;0;0;6;8;5;12.8;0;0;6;7;5;13.4;0;9.4;-0.8;-3.12;Enrolled;658;B;mahasiswa aktif;Tidak dipanggil
MHS0129;1;17;3;9238;1;1;131.0;1;1;39;5;3;122.6;1;0;0;1;0;0;18;0;0;6;7;6;13.0;0;0;6;6;6;13.666666666666666;0;12.4;0.5;1.79;Graduate;693;B;data latih;Tidak dipanggil
MHS0130;1;17;6;9500;1;1;132.0;1;1;37;8;9;128.0;1;0;0;1;0;0;19;0;0;7;7;7;13.467142857142855;0;0;8;9;8;15.011111111111113;0;12.4;0.5;1.79;Graduate;695;A;data latih;Tidak dipanggil
MHS0131;1;1;3;9500;1;1;138.0;1;19;19;5;8;124.9;1;0;0;1;0;1;18;0;0;7;9;7;13.2375;0;0;8;9;7;13.742857142857144;0;13.9;-0.3;0.79;Dropout;728;A;data uji;Tidak dipanggil
MHS0132;1;17;2;9070;1;1;130.0;1;37;37;9;9;123.7;1;0;0;1;0;0;18;0;0;6;6;6;12.333333333333334;0;0;6;6;6;13.0;0;7.6;2.6;0.32;Graduate;686;B;data latih;Tidak dipanggil
MHS0133;1;1;4;9147;1;1;126.0;1;1;19;4;8;120.1;1;0;0;1;0;0;19;0;0;5;7;5;12.4;0;0;5;5;5;14.6;0;8.9;1.4;3.51;Graduate;636;C;data latih;Tidak dipanggil
MHS0134;1;17;6;9500;1;1;148.0;1;1;19;3;3;131.7;1;0;0;1;0;0;19;0;0;7;8;5;14.0;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout;609;C;data uji;Tidak dipanggil
MHS0135;1;43;1;9238;1;1;130.0;1;38;37;9;7;133.2;0;0;0;1;0;0;20;0;5;9;15;9;11.666666666666666;0;2;7;8;7;11.714285714285714;0;7.6;2.6;0.32;Graduate;639;C;data latih;Tidak dipanggil
MHS0136;1;1;1;9670;1;1;117.0;1;1;38;3;9;109.3;0;0;1;0;0;1;19;0;0;6;7;5;12.0;0;0;6;9;4;12.5;0;12.4;0.5;1.79;Dropout;547;E;data uji;Terhalang biaya
MHS0137;1;17;1;9670;1;1;120.0;1;19;19;5;5;113.0;1;0;0;1;0;0;20;0;0;5;7;4;12.2;0;0;5;5;4;11.5;0;7.6;2.6;0.32;Graduate;592;D;data latih;Berjuang secara akademik
MHS0138;1;1;1;9773;1;1;153.0;1;1;1;141;175;157.9;0;0;1;1;0;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.833333333333334;0;8.9;1.4;3.51;Graduate;704;A;data latih;Tidak dipanggil
MHS0139;1;1;2;9500;1;1;117.0;1;19;1;4;7;112.1;0;0;0;1;0;1;20;0;0;7;9;5;13.188;0;0;8;9;7;12.892857142857142;0;11.1;0.6;2.02;Enrolled;708;A;mahasiswa aktif;Tidak dipanggil
MHS0140;1;18;1;9500;1;1;178.0;1;19;1;4;8;174.7;0;0;0;1;0;0;18;0;0;7;8;7;17.125;0;0;8;8;8;17.5875;0;13.9;-0.3;0.79;Graduate;697;A;data latih;Tidak dipanggil
MHS0141;1;1;5;9500;1;1;129.0;1;37;37;9;9;128.8;1;0;0;1;0;0;19;0;0;7;7;6;12.666666666666666;0;0;7;7;6;12.666666666666666;0;7.6;2.6;0.32;Graduate;691;B;data uji;Tidak dipanggil
MHS0142;1;1;6;9773;1;1;116.0;1;19;1;4;4;110.1;1;0;0;1;0;1;19;0;0;6;8;6;12.666666666666666;0;0;6;10;5;12.0;0;12.4;0.5;1.79;Graduate;676;B;data latih;Tidak dipanggil
MHS0143;1;51;1;9147;1;1;99.0;1;3;1;3;3;99.7;1;0;1;0;0;0;22;0;0;5;8;0;0.0;0;0;5;7;0;0.0;0;8.9;1.4;3.51;Enrolled;436;E;mahasiswa aktif;Terhalang biaya
MHS0144;1;1;3;9238;1;1;135.0;1;1;12;9;10;121.0;1;0;0;1;0;1;19;0;0;6;7;6;11.333333333333334;0;0;6;6;6;11.5;0;12.4;0.5;1.79;Graduate;685;B;data latih;Tidak dipanggil
MHS0145;1;1;3;9500;1;1;141.0;1;19;19;9;7;131.7;1;0;0;1;0;1;19;0;0;7;10;7;13.605;0;0;8;11;8;12.33125;0;15.5;2.8;-4.06;Graduate;721;A;data latih;Tidak dipanggil
MHS0146;1;17;5;9853;1;1;132.0;1;37;38;5;6;119.1;1;0;0;1;0;1;19;0;0;6;10;5;12.0;0;0;6;9;5;10.8;0;9.4;-0.8;-3.12;Graduate;610;C;data uji;Tidak dipanggil
MHS0147;1;1;4;9254;1;1;132.0;1;12;19;9;9;124.7;1;0;0;1;0;0;19;0;0;5;10;0;0.0;0;0;5;10;0;0.0;0;7.6;2.6;0.32;Dropout;561;D;data latih;Berjuang secara akademik
MHS0148;1;17;1;9254;1;1;113.0;1;1;37;9;10;117.2;1;0;0;1;0;0;20;0;0;6;8;5;11.2;0;0;6;12;3;11.666666666666666;0;7.6;2.6;0.32;Dropout;585;D;data uji;Berjuang secara akademik
MHS0149;1;1;1;9147;1;1;134.0;1;3;19;2;10;128.8;0;0;0;1;0;0;18;0;0;5;10;5;13.375;0;0;5;9;5;14.166666666666666;0;13.9;-0.3;0.79;Graduate;641;C;data latih;Tidak dipanggil
MHS0150;1;1;1;9500;1;1;136.0;1;1;19;9;9;131.5;0;0;0;1;0;1;20;0;0;7;8;6;13.863333333333337;0;0;8;9;7;14.178571428571429;0;11.1;0.6;2.02;Graduate;731;A;data latih;Tidak dipanggil
MHS0151;1;1;1;171;1;1;136.0;1;3;37;2;8;121.7;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Enrolled;562;D;mahasiswa aktif;Menghilang dari kelas
MHS0152;1;1;1;9085;1;1;129.0;1;1;38;4;7;123.4;0;0;0;1;0;0;19;0;0;5;6;5;12.4;0;0;5;6;5;13.4;0;7.6;2.6;0.32;Graduate;636;C;data latih;Tidak dipanggil
MHS0153;1;17;1;9853;1;1;138.0;1;38;38;7;6;124.7;1;0;0;1;0;0;18;0;0;6;11;3;12.333333333333334;0;0;6;10;5;10.833333333333334;0;9.4;-0.8;-3.12;Enrolled;590;D;mahasiswa aktif;Berjuang secara akademik
MHS0154;1;1;1;9853;1;1;137.0;1;37;37;9;9;132.8;1;0;0;1;0;0;18;0;0;6;7;6;13.333333333333334;0;0;6;8;5;11.8;0;7.6;2.6;0.32;Graduate;616;C;data latih;Tidak dipanggil
MHS0155;1;43;1;9853;1;1;115.0;1;3;37;2;5;108.7;1;0;0;1;0;0;21;0;0;6;10;3;12.666666666666666;0;0;6;12;3;10.0;0;9.4;-0.8;-3.12;Dropout;580;D;data latih;Berjuang secara akademik
MHS0156;1;1;1;9853;1;1;129.0;1;38;37;6;6;138.1;0;0;0;1;0;0;19;0;0;6;8;6;12.0;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Dropout;604;C;data latih;Tidak dipanggil
MHS0157;1;1;1;9147;1;1;131.0;1;38;38;9;9;126.5;0;0;0;1;0;1;18;0;0;5;5;5;10.6;0;0;5;5;5;11.8;0;12.4;0.5;1.79;Graduate;623;C;data uji;Tidak dipanggil
MHS0158;1;17;2;9238;1;1;133.0;1;1;37;7;9;127.4;1;0;0;1;0;1;18;0;0;6;8;6;12.25;0;0;6;7;6;11.857142857142858;0;12.7;3.7;-1.7;Graduate;714;A;data uji;Tidak dipanggil
MHS0159;1;1;3;9238;1;1;125.0;1;19;1;9;10;123.6;1;0;0;1;0;0;20;0;0;6;10;4;11.0;0;0;6;9;6;11.833333333333334;0;9.4;-0.8;-3.12;Graduate;665;B;data latih;Tidak dipanggil
MHS0160;1;39;1;8014;0;1;120.0;1;1;19;6;8;122.0;0;0;0;1;0;1;24;0;0;6;11;5;11.0;0;0;6;9;5;12.6;0;11.1;0.6;2.02;Graduate;620;C;data latih;Tidak dipanggil
MHS0161;1;1;1;9670;1;1;128.0;1;19;1;4;1;118.2;0;0;0;1;0;0;19;0;0;6;6;6;13.166666666666666;0;0;6;9;6;13.0;0;10.8;1.4;1.74;Dropout;689;B;data uji;Tidak dipanggil
MHS0162;1;1;1;9500;1;1;127.0;1;19;37;9;7;123.9;1;0;0;1;0;1;18;0;0;7;9;7;12.855555555555554;0;0;8;12;7;12.761111111111113;0;15.5;2.8;-4.06;Graduate;723;A;data latih;Tidak dipanggil
MHS0163;1;1;2;9500;1;1;134.0;1;19;19;9;9;125.8;1;0;0;1;0;0;18;0;0;7;8;7;14.91875;0;0;8;8;8;15.355;0;15.5;2.8;-4.06;Graduate;706;A;data latih;Tidak dipanggil
MHS0164;1;17;5;9853;1;1;132.0;1;12;12;4;4;123.3;1;0;0;1;0;0;21;0;0;6;13;4;11.5;0;0;6;10;3;11.0;0;10.8;1.4;1.74;Dropout;579;D;data latih;Berjuang secara akademik
MHS0165;1;17;2;9670;1;1;124.0;1;1;19;5;4;124.4;0;0;0;1;0;0;19;0;0;5;5;5;14.2;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate;636;C;data uji;Tidak dipanggil
MHS0166;1;17;1;9773;1;1;133.1;1;19;37;7;7;126.0;0;0;0;1;0;1;19;0;0;6;6;6;12.5;0;0;6;7;6;13.0;0;15.5;2.8;-4.06;Graduate;711;A;data uji;Tidak dipanggil
MHS0167;3;39;1;9003;1;1;170.0;1;1;37;6;6;170.0;0;0;1;1;0;0;47;0;0;1;1;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Enrolled;497;E;mahasiswa aktif;Menghilang dari kelas
MHS0168;1;17;3;9238;1;1;125.0;1;19;19;7;8;121.5;0;0;0;1;0;0;19;0;0;6;10;5;11.666666666666666;0;0;6;12;4;11.0;0;13.9;-0.3;0.79;Graduate;596;D;data latih;Berjuang secara akademik
MHS0169;1;39;1;9500;1;3;130.0;1;2;2;1;1;130.0;0;0;0;1;0;0;29;0;1;8;8;7;14.257142857142856;0;1;8;8;7;14.257142857142856;0;12.7;3.7;-1.7;Graduate;669;B;data latih;Tidak dipanggil
MHS0170;1;43;1;9238;1;1;125.0;1;19;19;4;8;117.0;1;0;0;1;0;0;21;0;0;6;13;3;12.0;0;0;6;12;2;11.333333333333334;0;16.2;0.3;-0.92;Dropout;588;D;data latih;Berjuang secara akademik
MHS0171;1;39;1;9085;1;1;130.0;1;37;19;9;7;130.0;1;0;0;1;0;0;28;0;0;5;13;4;11.25;1;0;5;11;4;10.5;0;12.7;3.7;-1.7;Enrolled;564;D;mahasiswa aktif;Berjuang secara akademik
MHS0172;1;17;2;9556;1;1;133.1;1;37;37;3;10;108.0;0;0;0;1;0;0;20;0;0;7;8;7;12.457142857142856;0;0;8;8;8;13.5625;0;15.5;2.8;-4.06;Graduate;672;B;data latih;Tidak dipanggil
MHS0173;1;17;1;9500;1;1;131.0;1;2;38;4;5;132.3;1;0;0;1;0;0;19;0;0;7;7;6;11.683333333333332;0;0;7;7;6;11.683333333333332;0;7.6;2.6;0.32;Graduate;650;C;data latih;Tidak dipanggil
MHS0174;1;42;1;8014;0;1;150.0;1;19;2;4;6;148.0;0;0;0;1;0;0;26;0;0;6;10;3;11.666666666666666;0;0;6;8;5;12.0;0;9.4;-0.8;-3.12;Graduate;604;C;data latih;Tidak dipanggil
MHS0175;1;17;2;9254;1;1;125.0;1;37;37;9;8;122.6;1;0;1;0;0;0;20;0;0;6;8;4;11.75;0;0;6;6;6;13.166666666666666;0;11.1;0.6;2.02;Dropout;551;D;data latih;Terhalang biaya
MHS0176;1;1;1;9670;1;1;131.0;1;37;37;9;9;123.0;1;0;0;1;0;1;18;0;0;5;6;3;11.666666666666666;0;0;5;6;4;13.5;0;7.6;2.6;0.32;Enrolled;657;B;mahasiswa aktif;Tidak dipanggil
MHS0177;1;39;1;9853;1;1;130.0;1;37;19;9;5;102.5;0;0;0;1;0;0;27;0;0;6;9;5;13.2;0;0;6;10;5;12.0;0;7.6;2.6;0.32;Graduate;592;D;data uji;Berjuang secara akademik
MHS0178;1;1;2;9500;1;1;123.0;1;34;34;90;90;113.3;1;0;0;1;0;0;20;0;0;7;8;4;11.95;0;0;7;8;4;11.95;0;7.6;2.6;0.32;Dropout;629;C;data uji;Tidak dipanggil
MHS0179;1;1;5;9853;1;1;141.0;1;37;19;9;5;133.0;1;0;0;1;0;0;18;0;0;6;8;5;12.4;0;0;6;12;5;10.4;0;9.4;-0.8;-3.12;Dropout;597;D;data latih;Berjuang secara akademik
MHS0180;1;7;1;9500;1;3;140.0;1;1;1;9;5;140.0;0;0;0;1;0;0;33;0;2;7;8;6;14.35;0;3;8;10;6;14.583333333333334;0;16.2;0.3;-0.92;Dropout;670;B;data latih;Tidak dipanggil
MHS0181;1;43;1;9853;1;1;140.0;1;3;1;3;3;128.3;1;0;0;1;0;0;35;0;19;21;21;21;12.61904761904762;0;13;19;19;19;12.789473684210526;0;12.4;0.5;1.79;Graduate;647;C;data uji;Tidak dipanggil
MHS0182;1;44;1;9991;0;39;140.0;1;37;19;9;8;140.0;0;0;0;1;0;1;26;0;2;6;7;6;12.666666666666666;0;2;6;7;6;13.166666666666666;1;9.4;-0.8;-3.12;Enrolled;690;B;mahasiswa aktif;Tidak dipanggil
MHS0183;1;39;1;9773;1;19;133.1;1;19;19;3;4;104.0;0;0;1;0;0;0;27;0;0;6;6;5;12.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout;461;E;data latih;Terhalang biaya
MHS0184;1;18;3;9070;1;1;131.0;1;1;37;5;5;122.3;1;0;0;0;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout;536;E;data latih;Terhalang biaya
MHS0185;1;17;2;9254;1;1;143.0;1;1;19;4;6;135.0;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout;552;D;data latih;Menghilang dari kelas
MHS0186;1;18;2;9147;1;1;132.0;1;3;3;5;7;119.1;1;0;1;0;0;0;20;0;0;5;9;3;10.0;0;0;5;9;3;10.571428571428571;0;10.8;1.4;1.74;Dropout;463;E;data latih;Terhalang biaya
MHS0187;1;43;1;9238;1;1;143.0;1;1;37;5;9;126.6;0;0;1;0;0;0;21;0;5;10;18;8;11.5;0;0;6;12;4;10.0;0;9.4;-0.8;-3.12;Enrolled;501;E;mahasiswa aktif;Terhalang biaya
MHS0188;1;17;3;9500;1;1;141.0;1;38;1;9;4;129.0;1;0;0;1;0;1;18;0;0;7;7;6;13.05;0;0;7;7;6;13.05;0;7.6;2.6;0.32;Graduate;723;A;data latih;Tidak dipanggil
MHS0189;1;39;1;9085;1;1;133.1;1;1;19;9;9;162.3;1;0;0;1;0;0;24;0;0;6;10;2;11.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout;564;D;data latih;Berjuang secara akademik
MHS0190;1;17;4;9070;1;1;148.0;1;1;3;4;1;163.4;1;0;0;1;0;0;20;0;0;6;7;6;11.5;0;0;6;6;6;12.0;0;16.2;0.3;-0.92;Graduate;670;B;data latih;Tidak dipanggil
MHS0191;1;1;1;9254;1;1;125.0;1;19;38;9;8;121.5;0;0;0;1;0;1;21;0;0;6;7;6;12.0;0;0;6;6;6;12.5;0;13.9;-0.3;0.79;Graduate;701;A;data latih;Tidak dipanggil
MHS0192;1;1;1;8014;0;1;120.0;1;1;37;7;3;122.8;0;0;0;1;0;0;23;0;0;6;13;2;10.0;0;0;5;12;1;10.0;0;9.4;-0.8;-3.12;Enrolled;571;D;mahasiswa aktif;Berjuang secara akademik
MHS0193;1;39;1;9147;1;1;140.0;1;12;3;4;3;118.0;1;0;0;1;0;0;24;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;526;E;data latih;Menghilang dari kelas
MHS0194;1;51;1;9853;1;1;139.0;1;1;1;4;10;134.0;0;0;0;1;0;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout;544;E;data latih;Menghilang dari kelas
MHS0195;1;1;4;9500;1;1;142.0;1;38;38;9;8;129.8;1;0;0;1;0;0;18;0;0;8;8;7;12.242857142857144;0;0;8;8;7;12.242857142857144;0;12.7;3.7;-1.7;Graduate;691;B;data latih;Tidak dipanggil
MHS0196;1;39;1;9991;0;40;130.0;1;19;1;3;4;152.0;1;0;0;1;0;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout;522;E;data latih;Menghilang dari kelas
MHS0197;1;18;6;9500;1;1;126.0;1;37;37;5;5;122.8;1;0;0;1;0;0;18;0;0;8;8;8;12.93375;0;0;8;8;8;12.93375;0;9.4;-0.8;-3.12;Graduate;690;B;data latih;Tidak dipanggil
MHS0198;1;7;1;9119;1;3;150.0;1;3;2;2;2;150.0;0;0;0;1;0;0;35;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13.9;-0.3;0.79;Dropout;507;E;data uji;Menghilang dari kelas
MHS0199;1;1;1;9853;1;1;130.0;1;19;19;3;8;131.8;0;0;0;1;0;0;18;0;0;7;9;7;12.571428571428571;0;0;7;8;7;14.428571428571429;0;11.1;0.6;2.02;Graduate;685;B;data latih;Tidak dipanggil
MHS0200;1;39;1;9500;1;1;120.0;1;1;3;175;121;105.9;0;0;0;1;0;0;35;0;0;3;4;3;11.816666666666668;0;0;3;3;3;11.333333333333334;0;11.1;0.6;2.02;Enrolled;569;D;mahasiswa aktif;Berjuang secara akademik
MHS0201;1;1;1;9085;1;1;138.0;1;1;1;4;7;132.1;1;0;0;1;0;0;19;0;0;5;9;4;13.75;0;0;5;13;4;14.333333333333334;2;10.8;1.4;1.74;Graduate;646;C;data latih;Tidak dipanggil
MHS0202;1;1;4;9238;1;1;127.0;1;19;19;4;0;127.4;1;0;0;1;0;0;20;0;0;6;8;6;11.166666666666666;0;0;6;6;6;11.333333333333334;0;7.6;2.6;0.32;Graduate;654;C;data latih;Tidak dipanggil
MHS0203;1;1;4;9500;1;1;140.0;1;19;19;7;7;129.5;1;0;0;1;0;0;18;0;0;8;8;7;12.324285714285711;0;0;8;8;7;12.324285714285711;0;10.8;1.4;1.74;Graduate;691;B;data latih;Tidak dipanggil
MHS0204;1;44;1;9238;1;39;130.0;1;38;38;5;10;126.7;0;0;1;1;0;0;21;0;3;6;6;6;12.166666666666666;0;2;6;7;6;11.714285714285714;0;13.9;-0.3;0.79;Graduate;627;C;data uji;Tidak dipanggil
MHS0205;1;17;2;9238;1;1;128.0;1;19;37;9;8;116.5;0;0;0;1;0;1;18;0;0;6;11;5;11.142857142857142;0;0;6;11;4;11.25;0;16.2;0.3;-0.92;Graduate;627;C;data uji;Tidak dipanggil
MHS0206;1;1;1;9238;1;1;132.0;1;34;34;0;0;119.1;1;0;0;1;0;0;18;0;0;6;9;4;11.0;0;0;6;9;4;10.75;0;7.6;2.6;0.32;Graduate;605;C;data uji;Tidak dipanggil
MHS0207;1;1;2;9500;1;1;149.0;1;19;38;9;9;126.5;1;0;0;1;0;0;18;0;0;8;8;7;12.914285714285713;0;0;8;8;7;12.914285714285713;0;12.7;3.7;-1.7;Graduate;699;A;data latih;Tidak dipanggil
MHS0208;1;1;4;9773;1;1;155.0;1;3;19;1;4;149.8;1;0;0;1;0;1;18;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.166666666666666;0;16.2;0.3;-0.92;Graduate;730;A;data uji;Tidak dipanggil
MHS0209;1;1;1;9085;1;1;120.0;1;19;1;8;7;115.1;1;0;0;1;0;0;19;0;0;6;8;6;13.857142857142858;0;0;6;9;5;13.4;0;13.9;-0.3;0.79;Graduate;657;B;data latih;Tidak dipanggil
MHS0210;1;39;1;9254;1;19;133.1;1;3;19;2;3;124.5;0;0;0;1;0;1;36;0;0;6;7;6;13.714285714285714;0;0;6;6;5;12.8;0;16.2;0.3;-0.92;Dropout;641;C;data latih;Tidak dipanggil
MHS0211;1;1;2;9500;1;1;131.0;1;38;1;7;4;128.3;1;0;0;1;0;1;18;0;0;8;8;7;12.642857142857142;0;0;8;8;7;12.642857142857142;0;12.7;3.7;-1.7;Graduate;720;A;data latih;Tidak dipanggil
MHS0212;1;1;1;9500;1;1;149.0;1;37;37;9;9;136.0;0;0;0;1;0;1;18;0;0;7;7;6;12.916666666666666;0;0;7;7;6;12.916666666666666;0;7.6;2.6;0.32;Graduate;730;A;data latih;Tidak dipanggil
MHS0213;1;43;1;9130;1;1;140.0;1;1;3;9;2;140.0;1;0;0;1;0;1;20;0;0;6;8;6;15.625;0;0;6;8;6;15.857142857142858;0;13.9;-0.3;0.79;Graduate;702;A;data latih;Tidak dipanggil
MHS0214;1;39;1;9991;0;1;133.1;1;37;37;9;9;126.3;0;0;0;1;0;1;26;0;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout;551;D;data latih;Berjuang secara akademik
MHS0215;1;43;1;9773;1;1;122.0;1;1;1;4;5;126.9;0;0;0;1;0;0;21;0;0;6;8;6;11.714285714285714;0;0;6;7;6;12.0;0;7.6;2.6;0.32;Graduate;662;B;data latih;Tidak dipanggil
MHS0216;1;39;1;9556;1;40;130.0;1;1;1;4;5;145.0;0;0;0;1;0;0;25;0;0;7;10;6;12.125;0;0;8;9;8;13.3125;0;15.5;2.8;-4.06;Enrolled;648;C;mahasiswa aktif;Tidak dipanggil
MHS0217;1;18;1;9147;1;1;121.0;1;19;3;5;5;115.8;1;0;0;1;0;1;19;0;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12.4;0.5;1.79;Graduate;612;C;data latih;Tidak dipanggil
MHS0218;1;39;1;8014;0;1;120.0;1;19;37;8;7;100.0;1;0;0;1;0;0;24;0;0;6;11;1;10.0;0;0;6;6;0;0.0;6;9.4;-0.8;-3.12;Dropout;531;E;data uji;Berjuang secara akademik
MHS0219;1;39;1;8014;0;1;133.1;1;1;19;5;4;102.5;0;0;0;1;0;1;27;0;0;6;16;1;10.0;0;0;6;13;0;0.0;0;8.9;1.4;3.51;Dropout;560;D;data latih;Berjuang secara akademik
MHS0220;1;17;1;9085;1;1;121.0;1;19;37;1;3;131.5;0;0;0;1;0;0;21;0;0;5;10;0;0.0;1;0;5;9;2;13.5;0;7.6;2.6;0.32;Dropout;587;D;data latih;Berjuang secara akademik
